institution	url	ror_results	chosen	score	matching_type	organization.name	organization.id	organization.country.country_name
UNIVERSITÉ LAVAL	https://api.ror.org/organizations?affiliation=UNIVERSITE+LAVAL	15	TRUE	1	PHRASE	Université Laval	https://ror.org/04sjchr03	Canada
UNIVERSITÉ LILLE 1	https://api.ror.org/organizations?affiliation=UNIVERSITE+LILLE+1	18	TRUE	0.92	COMMON TERMS	University of Lille	https://ror.org/02kzqn938	France
UNIVERSITÉ LILLE 1, UNITÉ MATÉRIAUX ET TRANSFORMATIONS (UMET) UMR CNRS 8207, VILLENEUVE D’ASCQ, FRANCE	https://api.ror.org/organizations?affiliation=UNIVERSITE+LILLE+1,+UNITE+MATERIAUX+ET+TRANSFORMATIONS+(UMET)+UMR+CNRS+8207,+VILLENEUVE+D'ASCQ,+FRANCE	35	FALSE	1	ACRONYM	French National Centre for Scientific Research	https://ror.org/02feahw73	France
UNIVERSITÉ LYON 1	https://api.ror.org/organizations?affiliation=UNIVERSITE+LYON+1	19	TRUE	1	PHRASE	Claude Bernard University Lyon 1	https://ror.org/029brtt94	France
UNIVERSITÉ LYON 1 - ICBMS	https://api.ror.org/organizations?affiliation=UNIVERSITE+LYON+1+-+ICBMS	20	TRUE	1	COMMON TERMS	Claude Bernard University Lyon 1	https://ror.org/029brtt94	France
Université Lyon 1 - IRCELyon	https://api.ror.org/organizations?affiliation=Universite+Lyon+1+-+IRCELyon	19	TRUE	1	COMMON TERMS	Claude Bernard University Lyon 1	https://ror.org/029brtt94	France
Université Lyon 1 Claude Bernard	https://api.ror.org/organizations?affiliation=Universite+Lyon+1+Claude+Bernard	19	TRUE	1	COMMON TERMS	Claude Bernard University Lyon 1	https://ror.org/029brtt94	France
Université Lyon 1, CPE Lyon, UMR 5265 C2P2	https://api.ror.org/organizations?affiliation=Universite+Lyon+1,+CPE+Lyon,+UMR+5265+C2P2	39	TRUE	1	PHRASE	École Supérieure de Chimie Physique Electronique de Lyon	https://ror.org/01cbtr271	France
Université Montpellier 2 & Institut des Biomolecules Max Mousseron	https://api.ror.org/organizations?affiliation=Universite+Montpellier+2+&+Institut+des+Biomolecules+Max+Mousseron	17	TRUE	0.96	COMMON TERMS	University of Montpellier	https://ror.org/051escj72	France
Université Montpellier II and IBMM	https://api.ror.org/organizations?affiliation=Universite+Montpellier+II+and+IBMM	18	TRUE	0.92	COMMON TERMS	University of Montpellier	https://ror.org/051escj72	France
UNIVERSITÉ MOULOUD MAMMERIE DE TIZI OUZOU	https://api.ror.org/organizations?affiliation=UNIVERSITE+MOULOUD+MAMMERIE+DE+TIZI+OUZOU	1	FALSE	0.46	COMMON TERMS	Ruhr University Bochum	https://ror.org/04tsk2644	Germany
UNIVERSITÉ NORMANDIE INSA-ROUEN	https://api.ror.org/organizations?affiliation=UNIVERSITE+NORMANDIE+INSA-ROUEN	23	FALSE	0.9	ACRONYM	Institut National des Sciences Appliquées de Toulouse	https://ror.org/01h8pf755	France
UNIVERSITÉ ORAN 1	https://api.ror.org/organizations?affiliation=UNIVERSITE+ORAN+1	19	TRUE	0.94	COMMON TERMS	University of Oran	https://ror.org/059et2b68	Algeria
Université Paris Sud, ICMMO UMR8182	https://api.ror.org/organizations?affiliation=Universite+Paris+Sud,+ICMMO+UMR8182	18	TRUE	1	PHRASE	University of Paris-Sud	https://ror.org/028rypz17	France
UNIVERSITÉ PARIS-SACLAY, UNIVERSITÉ PARIS-SUD, FACULTÉ DE PHARMACIE,	https://api.ror.org/organizations?affiliation=UNIVERSITE+PARIS-SACLAY,+UNIVERSITE+PARIS-SUD,+FACULTE+DE+PHARMACIE,	4	FALSE	0.53	COMMON TERMS	Thomas Jefferson School of Law	https://ror.org/0012pft53	United States
Universite Paul Sabatier	https://api.ror.org/organizations?affiliation=Universite+Paul+Sabatier	19	TRUE	1	PHRASE	Paul Sabatier University	https://ror.org/02v6kpv12	France
UNIVERSITÉ PAUL SABATIER UT3 - CNRS UMR 5623	https://api.ror.org/organizations?affiliation=UNIVERSITE+PAUL+SABATIER+UT3+-+CNRS+UMR+5623	0						
UNIVERSITE PIERRE ET MARIE CURIE	https://api.ror.org/organizations?affiliation=UNIVERSITE+PIERRE+ET+MARIE+CURIE	16	FALSE	0.86	COMMON TERMS	Sorbonne University	https://ror.org/02en5vm52	France
UNIVERSITÉ PIERRE ET MARIE CURIE PARIS 06, SORBONNE UNIVERSITÉS INSTITUT PARISIEN DE CHIMIE MOLÉCULAIRE - UMR CNRS 8232 EQUIPE EDIFICES POLYMÉTALLIQUES E-POM	https://api.ror.org/organizations?affiliation=UNIVERSITE+PIERRE+ET+MARIE+CURIE+PARIS+06,+SORBONNE+UNIVERSITES+INSTITUT+PARISIEN+DE+CHIMIE+MOLECULAIRE+-+UMR+CNRS+8232+EQUIPE+EDIFICES+POLYMETALLIQUES+E-POM	3	TRUE	1	ACRONYM	Port of Morrow	https://ror.org/03m13r221	United States
UNIVERSITÉ RENNES 1	https://api.ror.org/organizations?affiliation=UNIVERSITE+RENNES+1	19	TRUE	0.95	COMMON TERMS	University of Rennes 2	https://ror.org/01m84wm78	France
Université Rennes 1/ ENSCR - ISCR	https://api.ror.org/organizations?affiliation=Universite+Rennes+1/+ENSCR+-+ISCR	21	TRUE	0.95	COMMON TERMS	University of Rennes 2	https://ror.org/01m84wm78	France
Université Rennes 1/ENSCR - ISCR	https://api.ror.org/organizations?affiliation=Universite+Rennes+1/ENSCR+-+ISCR	21	TRUE	0.95	COMMON TERMS	University of Rennes 2	https://ror.org/01m84wm78	France
UNIVERSITÉ RENNES1	https://api.ror.org/organizations?affiliation=UNIVERSITE+RENNES1	20	FALSE	0.76	FUZZY	University of Bern	https://ror.org/02k7v4d05	Switzerland
UNIVERSITE SAVOIE MONT BLANC	https://api.ror.org/organizations?affiliation=UNIVERSITE+SAVOIE+MONT+BLANC	19	TRUE	1	PHRASE	Université Savoie Mont Blanc	https://ror.org/04gqg1a07	France
UNIVERSITÉ SAVOIE MONT BLANC	https://api.ror.org/organizations?affiliation=UNIVERSITE+SAVOIE+MONT+BLANC	19	TRUE	1	PHRASE	Université Savoie Mont Blanc	https://ror.org/04gqg1a07	France
UNIVERSITÉ SAVOIE MONT BLANC - LCME	https://api.ror.org/organizations?affiliation=UNIVERSITE+SAVOIE+MONT+BLANC+-+LCME	19	TRUE	1	COMMON TERMS	Université Savoie Mont Blanc	https://ror.org/04gqg1a07	France
UNIVERSITÉ SAVOIE MONT BLANC AND AGENCE DE L'ENVIRONNEMENT ET DE MAÎTRISE DE L'ENERGIE	https://api.ror.org/organizations?affiliation=UNIVERSITE+SAVOIE+MONT+BLANC+AND+AGENCE+DE+L'ENVIRONNEMENT+ET+DE+MAITRISE+DE+L'ENERGIE	3	TRUE	1	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
Université Science & Technologies de Bab Ezzouar (USTHB)	https://api.ror.org/organizations?affiliation=Universite+Science+&+Technologies+de+Bab+Ezzouar+(USTHB)	20	FALSE	0.84	FUZZY	University of Siena	https://ror.org/01tevnk56	Italy
Université Toulouse 3 - CIRIMAT CNRS 5085	https://api.ror.org/organizations?affiliation=Universite+Toulouse+3+-+CIRIMAT+CNRS+5085	22	FALSE	0.9	ACRONYM	National Council for Scientific Research	https://ror.org/00x9ewr78	Lebanon
UNIVERSITEE COTE D'AZUR, INSTITUT DE CHIMIE DE NICE, CNRS,ICN, UMR  7272	https://api.ror.org/organizations?affiliation=UNIVERSITEE+COTE+D'AZUR,+INSTITUT+DE+CHIMIE+DE+NICE,+CNRS,ICN,+UMR++7272	2	FALSE	0.33	FUZZY	ICM Chemnitz	https://ror.org/05dad0z78	Germany
UNIVERSITEIT ANTWERPEN	https://api.ror.org/organizations?affiliation=UNIVERSITEIT+ANTWERPEN	18	TRUE	1	PHRASE	University of Antwerp	https://ror.org/008x57b05	Belgium
UNIVERSITI SAINS MALAYSIA	https://api.ror.org/organizations?affiliation=UNIVERSITI+SAINS+MALAYSIA	10	TRUE	1	PHRASE	Universiti Sains Malaysia	https://ror.org/02rgb2k63	Malaysia
UNIVERSITY  ROVIRA I VIRGILI-CTQC	https://api.ror.org/organizations?affiliation=UNIVERSITY++ROVIRA+I+VIRGILI-CTQC	18	TRUE	0.93	COMMON TERMS	Rovira i Virgili University	https://ror.org/00g5sqv46	Spain
UNIVERSITY BADJI MOKHTAR ANNABA	https://api.ror.org/organizations?affiliation=UNIVERSITY+BADJI+MOKHTAR+ANNABA	19	FALSE	0.87	COMMON TERMS	Badji Mokhtar University	https://ror.org/03sf55932	Algeria
UNIVERSITY BADJI MOKHTAR ANNABA-ALGERIE	https://api.ror.org/organizations?affiliation=UNIVERSITY+BADJI+MOKHTAR+ANNABA-ALGERIE	18	FALSE	0.72	FUZZY	University of Pisa	https://ror.org/03ad39j10	Italy
UNIVERSITY BADJI MOKHTAR ANNABA, ALGERIA	https://api.ror.org/organizations?affiliation=UNIVERSITY+BADJI+MOKHTAR+ANNABA,+ALGERIA	3	FALSE	0.87	COMMON TERMS	Badji Mokhtar University	https://ror.org/03sf55932	Algeria
UNIVERSITY CENTER OF TIPAZA	https://api.ror.org/organizations?affiliation=UNIVERSITY+CENTER+OF+TIPAZA	20	FALSE	0.75	FUZZY	University of Bern	https://ror.org/02k7v4d05	Switzerland
UNIVERSITY CENTRE MORSLI ABDALLAH OF TIPAZA	https://api.ror.org/organizations?affiliation=UNIVERSITY+CENTRE+MORSLI+ABDALLAH+OF+TIPAZA	20	FALSE	0.64	COMMON TERMS	Centro Universitário do Maranhão	https://ror.org/044g0p936	Brazil
UNIVERSITY CLAUDE BERNARD LYON 1	https://api.ror.org/organizations?affiliation=UNIVERSITY+CLAUDE+BERNARD+LYON+1	18	TRUE	1	COMMON TERMS	Claude Bernard University Lyon 1	https://ror.org/029brtt94	France
University College London	https://api.ror.org/organizations?affiliation=University+College+London	3	TRUE	1	PHRASE	University College London	https://ror.org/02jx3x895	United Kingdom
University College London, Department of Biochemical Engineering	https://api.ror.org/organizations?affiliation=University+College+London,+Department+of+Biochemical+Engineering	7	TRUE	1	PHRASE	University College London	https://ror.org/02jx3x895	United Kingdom
University College London, Department of Chemistry	https://api.ror.org/organizations?affiliation=University+College+London,+Department+of+Chemistry	5	TRUE	1	PHRASE	University College London	https://ror.org/02jx3x895	United Kingdom
UNIVERSITY G. D'ANNUNZIO	https://api.ror.org/organizations?affiliation=UNIVERSITY+G.+D'ANNUNZIO	17	FALSE	0.81	COMMON TERMS	University of Chieti-Pescara	https://ror.org/00qjgza05	Italy
UNIVERSITY G. D'ANNUNZIO, DEPARTMENT DISFIPEQ	https://api.ror.org/organizations?affiliation=UNIVERSITY+G.+D'ANNUNZIO,+DEPARTMENT+DISFIPEQ	37	FALSE	0.81	COMMON TERMS	University of Chieti-Pescara	https://ror.org/00qjgza05	Italy
UNIVERSITY G. D'ANNUNZIO, DEPARTMENT INGEO	https://api.ror.org/organizations?affiliation=UNIVERSITY+G.+D'ANNUNZIO,+DEPARTMENT+INGEO	37	FALSE	0.81	COMMON TERMS	University of Chieti-Pescara	https://ror.org/00qjgza05	Italy
University G.d'Annunzio fo Chieti-Pescara	https://api.ror.org/organizations?affiliation=University+G.d'Annunzio+fo+Chieti-Pescara	19	FALSE	0.78	COMMON TERMS	University of Chieti-Pescara	https://ror.org/00qjgza05	Italy
UNIVERSITY G.D\'ANNUNZIO	https://api.ror.org/organizations?affiliation=UNIVERSITY+G.D\'ANNUNZIO	20	FALSE	0.81	FUZZY	University of Chieti-Pescara	https://ror.org/00qjgza05	Italy
UNIVERSITY HASSAN FIRST	https://api.ror.org/organizations?affiliation=UNIVERSITY+HASSAN+FIRST	20	TRUE	0.9	ACRONYM	For Inspiration and Recognition of Science and Technology	https://ror.org/016dza536	United States
UNIVERSITY IBN TOFAIL	https://api.ror.org/organizations?affiliation=UNIVERSITY+IBN+TOFAIL	19	TRUE	1	COMMON TERMS	Université Ibn-Tofail	https://ror.org/02wj89n04	Morocco
University Jaume I	https://api.ror.org/organizations?affiliation=University+Jaume+I	19	TRUE	1	COMMON TERMS	Jaume I University	https://ror.org/02ws1xc11	Spain
UNIVERSITY JAUME I	https://api.ror.org/organizations?affiliation=UNIVERSITY+JAUME+I	19	TRUE	1	COMMON TERMS	Jaume I University	https://ror.org/02ws1xc11	Spain
UNIVERSITY OF ALABAMA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+ALABAMA	11	TRUE	1	PHRASE	University of Alabama	https://ror.org/03xrrjk67	United States
UNIVERSITY OF ALICANTE	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+ALICANTE	20	TRUE	1	PHRASE	University of Alicante	https://ror.org/05t8bcz72	Spain
University of Artois	https://api.ror.org/organizations?affiliation=University+of+Artois	20	TRUE	0.92	COMMON TERMS	Artois University	https://ror.org/053x9s498	France
UNIVERSITY OF ARTOIS - UCCS	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+ARTOIS+-+UCCS	22	FALSE	0.9	ACRONYM	Laboratory of Catalysis and Solid State Chemistry	https://ror.org/04vrqzz54	France
University of Auckland	https://api.ror.org/organizations?affiliation=University+of+Auckland	20	TRUE	1	PHRASE	University of Auckland	https://ror.org/03b94tp07	New Zealand
UNIVERSITY OF AVEIRO	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+AVEIRO	20	TRUE	1	PHRASE	University of Aveiro	https://ror.org/00nt41z93	Portugal
UNIVERSITY OF AVEIRO - CICECO	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+AVEIRO+-+CICECO	20	TRUE	1	COMMON TERMS	University of Aveiro	https://ror.org/00nt41z93	Portugal
UNIVERSITY OF AVEIRO - CICECO / POLYTECHNIC INSTITUTE OF BRAGANÇA - LSRE/CIMO	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+AVEIRO+-+CICECO+/+POLYTECHNIC+INSTITUTE+OF+BRAGANCA+-+LSRE/CIMO	15	FALSE	1	COMMON TERMS	University of Aveiro	https://ror.org/00nt41z93	Portugal
UNIVERSITY OF AVEIRO - DQ	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+AVEIRO+-+DQ	20	TRUE	1	COMMON TERMS	University of Aveiro	https://ror.org/00nt41z93	Portugal
UNIVERSITY OF AVEIRO - QOPNA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+AVEIRO+-+QOPNA	20	TRUE	1	COMMON TERMS	University of Aveiro	https://ror.org/00nt41z93	Portugal
UNIVERSITY OF AVEIRO/CESAM	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+AVEIRO/CESAM	20	FALSE	0.87	COMMON TERMS	University of Aveiro	https://ror.org/00nt41z93	Portugal
UNIVERSITY OF AVEIRO/CESAM/MARE & IMAR	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+AVEIRO/CESAM/MARE+&+IMAR	20	FALSE	0.78	COMMON TERMS	University of Aveiro	https://ror.org/00nt41z93	Portugal
UNIVERSITY OF AVEIRO/CICECO	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+AVEIRO/CICECO	20	FALSE	0.85	COMMON TERMS	University of Aveiro	https://ror.org/00nt41z93	Portugal
UNIVERSITY OF AVEIRO/CICECO-AVEIRO INSTITUTE OF MATERIALS	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+AVEIRO/CICECO-AVEIRO+INSTITUTE+OF+MATERIALS	18	TRUE	1	COMMON TERMS	University of Aveiro	https://ror.org/00nt41z93	Portugal
University of Bath	https://api.ror.org/organizations?affiliation=University+of+Bath	19	TRUE	1	PHRASE	University of Bath	https://ror.org/002h8g185	United Kingdom
UNIVERSITY OF BAYREUTH	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+BAYREUTH	19	TRUE	1	PHRASE	University of Bayreuth	https://ror.org/0234wmv40	Germany
University of Bergen	https://api.ror.org/organizations?affiliation=University+of+Bergen	20	TRUE	1	PHRASE	University of Bergen	https://ror.org/03zga2b32	Norway
UNIVERSITY OF BERGEN	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+BERGEN	20	TRUE	1	PHRASE	University of Bergen	https://ror.org/03zga2b32	Norway
UNIVERSITY OF BLIDA 1	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+BLIDA+1	19	TRUE	0.95	COMMON TERMS	University of Blida	https://ror.org/03g41pw14	Algeria
University of Bologna	https://api.ror.org/organizations?affiliation=University+of+Bologna	19	TRUE	1	PHRASE	University of Bologna	https://ror.org/01111rn36	Italy
UNIVERSITY OF BOLOGNA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+BOLOGNA	19	TRUE	1	PHRASE	University of Bologna	https://ror.org/01111rn36	Italy
UNIVERSITY OF BOLOGNA/EMC INNOVATION LAB SRL	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+BOLOGNA/EMC+INNOVATION+LAB+SRL	23	FALSE	0.9	ACRONYM	Laboratoire d’Étude des Mécanismes Cognitifs	https://ror.org/0061rmm93	France
UNIVERSITY OF BORDEAUX	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+BORDEAUX	20	TRUE	1	PHRASE	University of Bordeaux	https://ror.org/057qpr032	France
UNIVERSITY OF BORDEAUX (LCPO, UMR 5629 CNRS, INPB/ENSCBP)	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+BORDEAUX+(LCPO,+UMR+5629+CNRS,+INPB/ENSCBP)	38	TRUE	1	COMMON TERMS	University of Bordeaux	https://ror.org/057qpr032	France
UNIVERSITY OF BORDEAUX, ISVV	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+BORDEAUX,+ISVV	20	TRUE	1	PHRASE	University of Bordeaux	https://ror.org/057qpr032	France
UNIVERSITY OF BORDEAUX, ISVV,	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+BORDEAUX,+ISVV,	20	TRUE	1	PHRASE	University of Bordeaux	https://ror.org/057qpr032	France
University of Bucharest	https://api.ror.org/organizations?affiliation=University+of+Bucharest	20	TRUE	1	PHRASE	University of Bucharest	https://ror.org/02x2v6p15	Romania
UNIVERSITY OF BUCHAREST	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+BUCHAREST	20	TRUE	1	PHRASE	University of Bucharest	https://ror.org/02x2v6p15	Romania
University of Bucharest, Faculty of Chemistry	https://api.ror.org/organizations?affiliation=University+of+Bucharest,+Faculty+of+Chemistry	41	TRUE	1	PHRASE	University of Bucharest	https://ror.org/02x2v6p15	Romania
UNIVERSITY OF CA' FOSCARI (VENICE)	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+CA'+FOSCARI+(VENICE)	2	FALSE	0.7	COMMON TERMS	University of Minnesota	https://ror.org/017zqws13	United States
UNIVERSITY OF CALIFORNIA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+CALIFORNIA	14	TRUE	0.9	COMMON TERMS	California Coast University	https://ror.org/05t99sp05	United States
UNIVERSITY OF CALIFORNIA LOS ANGELES	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+CALIFORNIA+LOS+ANGELES	10	TRUE	1	PHRASE	University of California, Los Angeles	https://ror.org/046rm7j60	United States
UNIVERSITY OF CALLE	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+CALLE	20	FALSE	0.84	FUZZY	University of Basel	https://ror.org/02s6k3f65	Switzerland
UNIVERSITY OF CAMPINAS (FEQ/UNICAMP)	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+CAMPINAS+(FEQ/UNICAMP)	20	TRUE	1	COMMON TERMS	State University of Campinas	https://ror.org/04wffgt70	Brazil
UNIVERSITY OF CANTERBURY	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+CANTERBURY	20	TRUE	1	PHRASE	University of Canterbury	https://ror.org/03y7q9t39	New Zealand
University of Carthage	https://api.ror.org/organizations?affiliation=University+of+Carthage	19	TRUE	1	PHRASE	University of Carthage	https://ror.org/057x6za15	Tunisia
University of Carthage and UMR CNRS 6226 Institut des Sciences Chimiques de Rennes.	https://api.ror.org/organizations?affiliation=University+of+Carthage+and+UMR+CNRS+6226+Institut+des+Sciences+Chimiques+de+Rennes.	41	TRUE	1	PHRASE	University of Carthage	https://ror.org/057x6za15	Tunisia
UNIVERSITY OF CHEMISTRY AND TECHNOLOGY IN PRAGUE	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+CHEMISTRY+AND+TECHNOLOGY+IN+PRAGUE	1	TRUE	1	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
UNIVERSITY OF CHEMISTRY AND TECHNOLOGY PRAGUE	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+CHEMISTRY+AND+TECHNOLOGY+PRAGUE	20	TRUE	0.92	COMMON TERMS	University of Chemistry and Technology	https://ror.org/05ggn0a85	Czechia
​University of Coimbra								
UNIVERSITY OF CONCEPCION	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+CONCEPCION	19	TRUE	1	PHRASE	University of Concepción	https://ror.org/0460jpj73	Chile
University of Cordoba	https://api.ror.org/organizations?affiliation=University+of+Cordoba	15	FALSE	1	HEURISTICS	Cordoba University	https://ror.org/01d5zhz86	United States
UNIVERSITY OF CORDOBA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+CORDOBA	15	FALSE	1	PHRASE	University of Córdoba	https://ror.org/04nmbd607	Colombia
UNIVERSITY OF ERLANGEN-NUREMBERG	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+ERLANGEN-NUREMBERG	19	TRUE	1	PHRASE	University of Erlangen-Nuremberg	https://ror.org/00f7hpc57	Germany
University of Essex	https://api.ror.org/organizations?affiliation=University+of+Essex	20	TRUE	1	PHRASE	University of Essex	https://ror.org/02nkf1q06	United Kingdom
UNIVERSITY OF FLORENCE	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+FLORENCE	19	TRUE	1	PHRASE	University of Florence	https://ror.org/04jr1s763	Italy
university of Ghardaia, departement of agronomy	https://api.ror.org/organizations?affiliation=university+of+Ghardaia,+departement+of+agronomy	34	TRUE	1	PHRASE	University of Ghardaia	https://ror.org/02ck5yd04	Algeria
University of Gothenburg	https://api.ror.org/organizations?affiliation=University+of+Gothenburg	20	TRUE	1	PHRASE	University of Gothenburg	https://ror.org/01tm6cn81	Sweden
UNIVERSITY OF GRANADA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+GRANADA	21	TRUE	1	PHRASE	University of Granada	https://ror.org/04njjy449	Spain
UNIVERSITY OF GRAZ	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+GRAZ	17	TRUE	1	PHRASE	University of Graz	https://ror.org/01faaaf77	Austria
University of Groningen	https://api.ror.org/organizations?affiliation=University+of+Groningen	20	TRUE	1	PHRASE	University of Groningen	https://ror.org/012p63287	Netherlands
UNIVERSITY OF GRONINGEN	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+GRONINGEN	20	TRUE	1	PHRASE	University of Groningen	https://ror.org/012p63287	Netherlands
UNIVERSITY OF GRONINGEN, STRATINGH INSTITUTE FOR CHEMISTRY	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+GRONINGEN,+STRATINGH+INSTITUTE+FOR+CHEMISTRY	44	TRUE	1	PHRASE	University of Groningen	https://ror.org/012p63287	Netherlands
UNIVERSITY OF HAMBURG,	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+HAMBURG,	18	TRUE	1	PHRASE	Universität Hamburg	https://ror.org/00g30e956	Germany
UNIVERSITY OF HELSINKI	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+HELSINKI	20	TRUE	1	PHRASE	University of Helsinki	https://ror.org/040af2s02	Finland
UNIVERSITY OF HELSINKI, DEPARTMENT OF CHEMISTRY	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+HELSINKI,+DEPARTMENT+OF+CHEMISTRY	43	TRUE	1	PHRASE	University of Helsinki	https://ror.org/040af2s02	Finland
UNIVERSITY OF INSUBRIA (COMO)	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+INSUBRIA+(COMO)	20	TRUE	1	COMMON TERMS	University of Insubria	https://ror.org/00s409261	Italy
University of Kansas	https://api.ror.org/organizations?affiliation=University+of+Kansas	8	TRUE	1	PHRASE	University of Kansas	https://ror.org/001tmjg57	United States
UNIVERSITY OF L'AQUILA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+L'AQUILA	19	TRUE	1	PHRASE	University of L'Aquila	https://ror.org/01j9p1r26	Italy
University of La Rochelle	https://api.ror.org/organizations?affiliation=University+of+La+Rochelle	19	TRUE	1	PHRASE	University of La Rochelle	https://ror.org/04mv1z119	France
UNIVERSITY OF LA ROCHELLE, UMR 7266, LIENSS	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+LA+ROCHELLE,+UMR+7266,+LIENSS	3	FALSE	0.62	COMMON TERMS	University of Minnesota	https://ror.org/017zqws13	United States
UNIVERSITY OF LAS VILLAS	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+LAS+VILLAS	23	FALSE	0.9	ACRONYM	The Lung Association Saskatchewan	https://ror.org/00zfpsw25	Canada
UNIVERSITY OF LEEDS	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+LEEDS	20	TRUE	1	PHRASE	University of Leeds	https://ror.org/024mrxd33	United Kingdom
UNIVERSITY OF LEUVEN	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+LEUVEN	20	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
University of Liège, Laboratoire de Spectrométrie de Masse L.S.M,	https://api.ror.org/organizations?affiliation=University+of+Liege,+Laboratoire+de+Spectrometrie+de+Masse+L.S.M,	37	TRUE	1	PHRASE	University of Liège	https://ror.org/00afp2z80	Belgium
UNIVERSITY OF LILLE	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+LILLE	21	TRUE	1	PHRASE	University of Lille	https://ror.org/02kzqn938	France
UNIVERSITY OF LISBON	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+LISBON	19	TRUE	1	PHRASE	University of Lisbon	https://ror.org/01c27hj86	Portugal
UNIVERSITY OF LISBON, PORTUGAL	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+LISBON,+PORTUGAL	11	TRUE	1	PHRASE	University of Lisbon	https://ror.org/01c27hj86	Portugal
UNIVERSITY OF LIVERPOOL	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+LIVERPOOL	21	TRUE	1	PHRASE	University of Liverpool	https://ror.org/04xs57h96	United Kingdom
UNIVERSITY OF LOS ANGELES	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+LOS+ANGELES	18	TRUE	0.91	COMMON TERMS	University of West Los Angeles	https://ror.org/045zwes19	United States
UNIVERSITY OF MALAGA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+MALAGA	19	TRUE	1	PHRASE	University of Malaga	https://ror.org/036b2ww28	Spain
University of Málaga	https://api.ror.org/organizations?affiliation=University+of+Malaga	19	TRUE	1	PHRASE	University of Malaga	https://ror.org/036b2ww28	Spain
UNIVERSITY OF MÁLAGA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+MALAGA	19	TRUE	1	PHRASE	University of Malaga	https://ror.org/036b2ww28	Spain
UNIVERSITY OF MALAYA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+MALAYA	21	TRUE	1	PHRASE	University of Malaya	https://ror.org/00rzspn62	Malaysia
University of Manchester	https://api.ror.org/organizations?affiliation=University+of+Manchester	20	TRUE	1	PHRASE	University of Manchester	https://ror.org/027m9bs27	United Kingdom
UNIVERSITY OF MANITOBA	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+MANITOBA	19	TRUE	1	PHRASE	University of Manitoba	https://ror.org/02gfys938	Canada
